date,open,high,low,close,close_adj,volume,div,split,trend,seasonal,residual,SMA,EMA,diffCloseSMA,BBlow,BBmid,BBup,BBwidth,BBperc,RSI,5dayMinimum,5dayMaximum,5dayExtremum,20dayMinimum,20dayMaximum,20dayExtremum,60dayMinimum,60dayMaximum,60dayExtremum,10dayTrendWeak,5dayTrendStrong,1dayReturn,1dayReturn_perc,2dayReturn,2dayReturn_perc,3dayReturn,3dayReturn_perc,4dayReturn,4dayReturn_perc,5dayReturn,5dayReturn_perc,close_adj_in1days,close_adj_in2days,close_adj_in3days,close_adj_in4days,close_adj_in5days,buySellKeepRec
2021-12-02,87.47,88.87,87.07,88.43,88.43,1325406.0,0.0,1.0,,1.0161442507902332,,91.23,89.73139549474932,-2.799999999999997,85.34176766762306,91.23,97.11823233237695,12.908543971011607,0.2622376426449785,44.64028560406675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.9300000000000068,0.010516792943571218,-0.010000000000005116,0.0001130837950922281,-0.010000000000005116,0.0001130837950922281,2.6999999999999886,-0.030532624674884046,1.789999999999992,-0.02024199932149706,87.5,88.42,88.42,91.13,90.22,0.0
2021-12-01,85.99,88.92,85.58,88.64,88.64,1482489.0,0.0,1.0,,1.018385904882431,,91.308,89.86838449419662,-2.6680000000000064,85.52989788944073,91.308,97.08610211055928,12.656288847766403,0.269128344484919,45.34330527315669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.20999999999999375,0.002369133574007143,-1.1400000000000006,0.01286101083032487,-0.21999999999999886,0.00248194945848379,-0.21999999999999886,0.00248194945848379,2.489999999999995,-0.028091155234656995,88.43,87.5,88.42,88.42,91.13,0.0
2021-11-30,84.95,85.6,83.38,84.98,84.98,2252523.0,0.0,1.0,,1.0142189647221487,,91.374,89.99768812516469,-6.393999999999991,85.68991555305081,91.374,97.05808444694918,12.441360664848176,-0.06244766062825106,27.412124048774835,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,3.6599999999999966,-0.04306895740174155,3.450000000000003,-0.04059778771475653,2.519999999999996,-0.029654036243822013,3.4399999999999977,-0.040480112967757,3.4399999999999977,-0.040480112967757,88.64,88.43,87.5,88.42,88.42,1.0
2021-11-29,86.0,87.98,85.17,85.78,85.78,1759480.0,0.0,1.0,,1.0120989508405278,,91.55699999999999,90.52586582255044,-5.776999999999987,86.50792444104364,91.55699999999999,96.60607555895633,11.029359981118532,-0.0720849225312548,29.30330717185221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.7999999999999972,0.009326183259500964,2.8599999999999994,-0.033341105152716155,2.6500000000000057,-0.03089298204709734,1.7199999999999989,-0.020051294007927156,2.6400000000000006,-0.03077640475635346,84.98,88.64,88.43,87.5,88.42,0.0
2021-11-26,87.98,88.07,85.51,85.51,85.51,2597218.0,0.0,1.0,,1.0094820235875905,,91.68199999999999,91.02543064597681,-6.171999999999983,87.10994750685748,91.68199999999999,96.2540524931425,9.973718926599568,-0.1749703781023065,27.79008030402684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.269999999999996,-0.003157525435621533,-0.5300000000000011,0.006198105484738647,3.1299999999999955,-0.03660390597590912,2.9200000000000017,-0.03414805285931477,1.9899999999999949,-0.02327213191439581,85.78,84.98,88.64,88.43,87.5,0.0
2021-11-25,92.85,93.02,90.72,91.13,91.13,803234.0,0.0,1.0,,1.0166723435984224,,91.76849999999999,91.60600229292173,-0.6384999999999934,87.62105608837793,91.76849999999999,95.91594391162205,9.038927108151627,0.42302487826167173,46.39238162030174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-5.61999999999999,0.0616701415560188,-5.349999999999994,0.058707341160978754,-6.1499999999999915,0.0674860089981344,-2.489999999999995,0.02732360364314712,-2.6999999999999886,0.02962800395040044,85.51,85.78,84.98,88.64,88.43,0.0
2021-11-24,94.23,94.83,91.81,92.49,92.49,1403839.0,0.0,1.0,,1.0238020129419978,,91.57900000000001,91.6561077974398,0.9109999999999872,87.00751927707769,91.57900000000001,96.15048072292232,9.983687795067246,0.5996394882988406,54.310153935579024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,-1.3599999999999994,0.014704292355930404,-6.97999999999999,0.07546761812087788,-6.709999999999994,0.0725483836090387,-7.509999999999991,0.08119796734782125,-3.8499999999999943,0.04162612174289104,91.13,85.51,85.78,84.98,88.64,-1.0
2021-11-23,94.0,94.76,93.39,94.44,94.44,1204668.0,0.0,1.0,,1.0225355197030617,,91.382,91.56832967085452,3.0579999999999927,86.64784917856964,91.382,96.11615082143037,10.361232674772628,0.8229723888555855,69.64975867545881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,-1.9500000000000028,0.02064803049555275,-3.3100000000000023,0.03504870817450234,-8.929999999999993,0.09455739093604398,-8.659999999999997,0.09169843286742907,-9.459999999999994,0.10016941973739935,92.49,91.13,85.51,85.78,84.98,-1.0
2021-11-22,93.32,95.2,93.25,94.78,94.78,1208270.0,0.0,1.0,,1.025044656013993,,91.08099999999999,91.26604858357605,3.6990000000000123,86.3976042234241,91.08099999999999,95.76439577657588,10.28402361980192,0.8949057667195929,72.87994821112999,0.0,1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,-1,0,-0.3400000000000034,0.003587254695083364,-2.2900000000000063,0.02416121544629679,-3.6500000000000057,0.038510234226630136,-9.269999999999996,0.09780544418653725,-9.0,0.09495674192867698,94.44,92.49,91.13,85.51,85.78,-2.0
2021-11-19,95.0,95.44,92.36,93.2,93.2,2007293.0,0.0,1.0,,1.0204119736219652,,90.71900000000001,90.8961589607946,2.4809999999999945,86.11669231797268,90.71900000000001,95.32130768202734,10.146292798702213,0.7695386935654752,66.3536478921789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.5799999999999983,-0.016952789699570703,1.2399999999999949,-0.013304721030042765,-0.710000000000008,0.007618025751073065,-2.0700000000000074,0.022210300429184593,-7.689999999999998,0.08251072961373385,94.78,94.44,92.49,91.13,85.51,0.0
2021-11-18,93.83,94.98,93.18,94.2,94.2,1141842.0,0.0,1.0,,1.0131515164947689,,90.34349999999999,90.65364937772033,3.856500000000011,85.39937914791247,90.34349999999999,95.28762085208751,10.945161194967037,0.890008670436495,76.89398022756916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,0.010615711252653925,0.5799999999999983,-0.006157112526539166,0.23999999999999488,-0.002547770700636942,-1.710000000000008,0.018152866242038268,-3.0700000000000074,0.03259023354564761,93.2,94.78,94.44,92.49,91.13,0.0
2021-11-17,93.36,93.99,92.44,93.62,93.62,822593.0,0.0,1.0,,1.012870141470811,,89.84549999999999,90.2803493122172,3.7745000000000175,84.56077304394586,89.84549999999999,95.13022695605412,11.764032602755018,0.8571140033711665,74.80478999841274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5799999999999983,-0.006195257423627476,-0.4200000000000017,0.004486220892971571,1.1599999999999966,-0.01239051484725473,0.8199999999999932,-0.008758812219611167,-1.1300000000000097,0.01207007049775699,94.2,93.2,94.78,94.44,92.49,0.0
2021-11-16,93.76,94.57,92.75,93.21,93.21,1018397.0,0.0,1.0,,1.0152950671017564,,89.398,89.92880713455585,3.8119999999999976,83.95418663067478,89.398,94.84181336932521,12.178825855892105,0.8501222159341324,73.26699292029205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4100000000000108,-0.0043986696706364015,0.9900000000000091,-0.010621177985194796,-0.009999999999990905,0.00010728462611298006,1.5700000000000074,-0.016843686299753413,1.230000000000004,-0.013196009011908538,93.62,94.2,93.2,94.78,94.44,0.0
2021-11-15,92.9,93.72,92.74,93.48,93.48,862865.0,0.0,1.0,,1.0103589344307833,,89.01050000000001,89.58341841187752,4.4694999999999965,83.6040428421153,89.01050000000001,94.41695715788471,12.147908747585287,0.9133483230771319,76.01687110419144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.27000000000001023,0.0028883183568678694,0.14000000000000057,-0.001497646555412846,0.7199999999999989,-0.007702182284980763,-0.28000000000000114,0.002995293110825803,1.2999999999999972,-0.013906718014548458,93.21,93.62,94.2,93.2,94.78,0.0
2021-11-12,92.5,93.14,91.92,93.02,93.02,960929.0,0.0,1.0,,1.0119371300614888,,88.655,89.17325192891725,4.364999999999995,83.54389248791989,88.655,93.76610751208011,11.530331085849891,0.9270111702486507,74.5523724922843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.46000000000000796,-0.0049451730810579075,0.18999999999999773,-0.0020425714900020875,0.6000000000000085,-0.006450225757901551,1.1800000000000068,-0.012685443990539724,0.18000000000000682,-0.0019350677273706207,93.48,93.21,93.62,94.2,93.2,0.0
